"auto_ids","n","geoms"
9697,5,"1012.206,1013.905,2.49,1012.222,1013.86,2.475,1012.178,1013.836,2.47,1012.173,1013.876,2.48,1012.206,1013.905,2.49"
9516,1,"1013.002,1013.831,2.392"
9517,5,"1012.84,1013.774,2.321,1012.827,1013.754,2.318,1012.741,1013.764,2.318,1012.74,1013.82,2.346,1012.84,1013.774,2.321"
9518,2,"1012.743,1013.804,2.347,1012.742,1013.747,2.31"
9519,1,"1012.856,1013.921,2.322"
9520,1,"1012.893,1013.886,2.31"
9521,1,"1012.289,1013.878,2.391"
9522,1,"1012.335,1013.808,2.347"
9523,1,"1012.761,1013.767,2.286"
9524,2,"1012.596,1013.96,2.414,1012.605,1013.883,2.367"
9525,1,"1012.081,1013.816,2.103"
9526,1,"1012.957,1013.825,2.161"
9527,1,"1012.844,1013.764,2.061"
9528,2,"1012.941,1013.831,2.077,1012.95,1013.778,2.053"
9529,1,"1012.738,1013.72,2.053"
9530,2,"1012.77,1013.87,2.121,1012.7,1013.829,2.15"
9531,1,"1012.432,1013.691,2.079"
9532,1,"1012.946,1013.893,2.092"
9533,1,"1012.956,1013.807,2.026"
9534,1,"1012.85,1013.792,2"
9535,1,"1012.899,1013.851,2.028"
9536,1,"1012.947,1013.928,2.069"
9537,1,"1012.836,1013.904,2.053"
9538,1,"1012.771,1013.825,2.015"
9539,1,"1012.852,1013.985,2.098"
9540,1,"1012.594,1014.009,2.321"
9541,1,"1012.461,1013.773,2.149"
9542,1,"1012.779,1013.998,2.095"
9543,1,"1012.829,1013.883,1.997"
9544,2,"1012.743,1013.951,2.08,1012.753,1013.93,2.027"
9545,1,"1012.56,1013.771,2.085"
9546,1,"1012.435,1013.684,2.025"
9547,1,"1012.262,1013.641,2.004"
9548,2,"1012.607,1013.781,2.024,1012.557,1013.706,1.976"
9549,1,"1012.476,1013.907,2.07"
9550,1,"1012.662,1013.71,1.965"
9551,1,"1012.127,1013.964,2.098"
9552,1,"1012.242,1013.986,2.059"
9553,1,"1012.365,1013.963,2.041"
9554,1,"1012.137,1013.946,2.076"
9555,1,"1012.044,1013.807,2.046"
9556,1,"1012.682,1013.871,1.977"
9557,2,"1012.372,1013.959,1.959,1012.428,1013.924,1.927"
9558,2,"1012.541,1013.86,1.903,1012.526,1013.855,1.869"
9559,1,"1012.376,1013.735,1.837"
9560,1,"1012.296,1013.691,1.845"
9561,1,"1012.155,1013.587,1.85"
9562,1,"1012.025,1013.58,1.885"
9563,1,"1012.11,1013.499,1.805"
9564,1,"1012.258,1013.503,1.78"
9565,1,"1011.966,1013.709,1.933"
9566,1,"1012.239,1013.578,1.747"
9567,2,"1012.183,1013.525,1.74,1012.257,1013.512,1.692"
9568,1,"1012.275,1013.905,1.985"
9569,1,"1012.363,1013.825,1.895"
9570,1,"1012.156,1013.612,1.805"
9571,1,"1011.992,1013.544,1.781"
9572,1,"1012.106,1013.515,1.759"
9573,1,"1012.271,1013.534,1.706"
9574,1,"1012.635,1013.811,1.871"
9575,1,"1012.887,1013.761,1.878"
9576,1,"1012.145,1013.898,1.947"
9577,1,"1012.008,1013.836,1.91"
9578,1,"1012.084,1013.93,1.908"
9579,1,"1012.129,1013.874,1.859"
9580,1,"1012.289,1013.822,1.834"
9581,1,"1011.977,1013.881,1.85"
9582,1,"1012.291,1013.841,1.772"
9583,1,"1012.073,1013.927,1.849"
9584,2,"1012.665,1014.029,1.941,1012.632,1013.972,1.911"
9585,1,"1012.524,1013.981,1.873"
9586,1,"1012.493,1013.965,1.863"
9587,1,"1012.429,1013.675,1.752"
9588,1,"1012.444,1013.815,1.797"
9589,1,"1012.425,1013.899,1.819"
9590,2,"1012.083,1013.825,1.766,1012.063,1013.891,1.8"
9591,1,"1012.776,1014.036,1.77"
9592,2,"1013.042,1013.929,1.852,1013.017,1013.996,1.85"
9593,2,"1012.559,1013.631,1.766,1012.588,1013.689,1.757"
9594,1,"1012.543,1013.811,1.757"
9595,1,"1012.605,1013.845,1.755"
9596,2,"1012.624,1013.716,1.717,1012.686,1013.738,1.725"
9597,1,"1012.652,1013.81,1.749"
9598,1,"1012.427,1013.817,1.721"
9599,1,"1012.601,1013.784,1.691"
9600,1,"1012.709,1013.75,1.692"
9601,1,"1012.694,1013.89,1.699"
9602,1,"1012.722,1013.665,1.639"
9603,2,"1012.358,1013.601,1.659,1012.349,1013.551,1.658"
9604,1,"1012.211,1013.753,1.695"
9605,2,"1012.338,1013.952,1.762,1012.309,1013.914,1.721"
9606,1,"1012.049,1013.787,1.71"
9607,2,"1012.06,1013.863,1.712,1011.978,1013.869,1.733"
9608,1,"1012.343,1013.727,1.642"
9609,2,"1012.172,1013.627,1.649,1012.18,1013.682,1.672"
9610,1,"1012.139,1013.756,1.668"
9611,1,"1012.308,1013.856,1.674"
9612,1,"1012.291,1014.024,1.798"
9613,1,"1012.412,1013.886,1.72"
9614,1,"1012.544,1013.913,1.664"
9615,1,"1012.658,1013.899,1.684"
9616,1,"1012.688,1013.918,1.642"
9617,1,"1012.452,1013.973,1.703"
9618,1,"1012.679,1013.856,1.598"
9619,1,"1012.572,1013.977,1.656"
9620,1,"1012.293,1013.649,1.61"
9621,1,"1012.176,1014.003,1.688"
9622,1,"1011.962,1014.027,1.694"
9623,1,"1012.089,1013.639,1.608"
9624,2,"1012.205,1013.663,1.595,1012.172,1013.714,1.589"
9625,1,"1012.058,1014.02,1.633"
9626,1,"1012.59,1013.956,1.623"
9627,2,"1012.135,1013.842,1.583,1012.083,1013.785,1.583"
9628,1,"1012.437,1013.67,1.592"
9629,2,"1012.457,1013.883,1.595,1012.462,1013.958,1.606"
9630,1,"1012.274,1013.926,1.628"
9631,1,"1012.454,1013.69,1.55"
9632,1,"1012.506,1013.788,1.589"
9633,1,"1012.338,1013.872,1.586"
9634,1,"1012.23,1013.824,1.562"
9635,1,"1012.148,1013.801,1.555"
9636,1,"1012.232,1014.011,1.595"
9637,1,"1012.109,1013.766,1.535"
9638,1,"1012.22,1013.779,1.502"
9639,1,"1012.073,1013.694,1.416"
9640,1,"1012.207,1013.593,1.411"
9641,1,"1012.156,1013.884,1.526"
9642,1,"1012.597,1013.971,1.579"
9643,1,"1012.396,1013.902,1.521"
9644,1,"1012.374,1013.646,1.457"
9645,1,"1012.384,1013.735,1.484"
9646,1,"1012.649,1013.619,1.485"
9647,1,"1012.719,1013.79,1.509"
9648,1,"1012.906,1013.658,1.529"
9649,2,"1012.659,1013.557,1.445,1012.705,1013.573,1.429"
9650,1,"1012.357,1013.706,1.433"
9651,1,"1012.532,1013.694,1.416"
9652,1,"1012.618,1013.823,1.452"
9653,2,"1012.86,1013.571,1.46,1012.823,1013.546,1.441"
9654,2,"1012.483,1013.758,1.413,1012.55,1013.716,1.394"
9655,2,"1012.49,1013.569,1.373,1012.549,1013.551,1.358"
9656,1,"1013.019,1013.844,1.369"
9657,2,"1012.939,1013.897,1.395,1012.884,1013.852,1.386"
9658,1,"1012.712,1013.699,1.366"
9659,1,"1012.531,1013.565,1.3"
9660,1,"1012.614,1013.803,1.349"
9661,1,"1012.893,1013.818,1.345"
9662,2,"1012.764,1013.659,1.287,1012.848,1013.662,1.301"
9663,1,"1013.001,1013.701,1.304"
9664,1,"1012.914,1013.493,1.257"
9665,1,"1012.892,1013.824,1.297"
9666,2,"1012.905,1013.952,1.44,1012.864,1013.98,1.444"
9667,1,"1012.743,1013.943,1.455"
9668,2,"1012.669,1013.833,1.324,1012.619,1013.824,1.331"
9669,2,"1012.744,1013.98,1.299,1012.768,1014.019,1.295"
9670,1,"1011.876,1013.568,1.392"
9671,1,"1011.744,1013.542,1.416"
9672,1,"1011.913,1013.948,1.517"
9673,1,"1012.789,1014.002,1.271"
9674,2,"1011.99,1013.91,1.587,1011.983,1013.833,1.539"
9675,2,"1012.508,1013.924,1.463,1012.513,1013.877,1.429"
9676,2,"1012.286,1013.918,1.481,1012.232,1013.944,1.507"
9677,1,"1012.055,1013.847,1.455"
9678,1,"1012.071,1013.574,1.369"
9679,1,"1012.147,1013.601,1.322"
9680,1,"1012.251,1013.612,1.335"
9681,2,"1012.044,1013.541,1.296,1012.075,1013.618,1.337"
9682,1,"1012.111,1013.663,1.369"
9683,2,"1012.166,1013.713,1.372,1012.167,1013.657,1.337"
9684,2,"1012.24,1013.577,1.296,1012.303,1013.625,1.314"
9685,2,"1012.524,1013.766,1.336,1012.584,1013.732,1.313"
9686,1,"1012.899,1013.659,1.258"
9687,1,"1012.94,1013.583,1.165"
9688,1,"1012.634,1013.592,1.179"
9689,1,"1012.452,1013.717,1.281"
9690,1,"1012.029,1013.612,1.313"
9691,1,"1012.173,1013.801,1.352"
9692,1,"1012.678,1013.988,1.321"
9693,1,"1012.286,1013.611,1.174"
9694,2,"1012.198,1013.496,1.177,1012.263,1013.524,1.184"
9695,1,"1012.438,1013.994,1.35"
9696,1,"1012.179,1013.803,1.209"
18293,1,"1012.785,1013.571,1.452"
18294,1,"1012.25,1013.75,1.617"
18295,1,"1012.25,1013.75,1.859"
18296,1,"1012.25,1013.75,1.859"
18297,1,"1012.055,1013.878,1.548"
18298,1,"1012.25,1013.75,2.074"
9698,4,"1012.846,1014.009,2.309,1012.931,1013.889,2.316,1012.988,1013.954,2.307,1012.846,1014.009,2.309"
9699,1,"1012.686,1013.632,1.561"
9700,1,"1012.75,1013.75,1.859"
9701,1,"1012.353,1013.697,1.372"
9702,1,"1012.25,1013.75,1.617"
19061,1,"1012.25,1013.75,2.201"
19082,1,"1012.25,1013.75,3.074"
9703,1,"1012.25,1013.75,1.859"
9704,1,"1012.25,1013.75,1.845"
9705,1,"1012.75,1013.75,1.732"
19094,1,"1012.25,1013.75,2.201"
9706,1,"1012.75,1013.75,1.808"
9707,1,"1012.25,1013.75,1.617"
9708,1,"1012.25,1013.75,1.845"
9709,1,"1012.75,1013.75,3.01"
9710,1,"1012.25,1013.75,1.845"
9711,1,"1012.75,1013.75,1.93"
9712,1,"1012.25,1013.75,2.074"
9713,1,"1012.25,1013.75,1.859"
9714,1,"1012.785,1013.571,1.452"
9715,1,"1012.25,1013.75,1.617"
9716,1,"1012.929,1013.685,1.287"
9717,1,"1012.25,1013.75,1.859"
19066,1,"1012.75,1013.75,2.593"
9718,1,"1012.75,1013.75,1.808"
9719,1,"1012.25,1013.75,1.617"
9720,1,"1012.25,1013.75,1.845"
9721,1,"1012.25,1013.75,1.859"
9722,1,"1012.495,1013.974,1.326"
9723,1,"1012.25,1013.75,1.617"
19093,1,"1012.75,1013.75,1.828"
19069,1,"1012.75,1013.75,2.176"
9724,1,"1012.25,1013.75,1.845"
9725,1,"1012.973,1013.496,1.247"
9726,1,"1012.25,1013.75,1.859"
19063,1,"1012.75,1013.75,2.176"
9727,1,"1012.117,1013.848,1.266"
9728,1,"1012.75,1013.75,1.93"
9729,1,"1012.75,1013.75,1.645"
9730,1,"1012.75,1013.75,1.93"
9731,1,"1012.25,1013.75,1.617"
9732,1,"1012.25,1013.75,1.845"
19068,1,"1012.25,1013.75,2.201"
9733,1,"1012.25,1013.75,1.787"
19059,1,"1012.75,1013.75,2.176"
9734,1,"1012.461,1013.917,1.325"
9735,1,"1012.25,1013.75,1.845"
9736,1,"1012.75,1013.75,3.01"
19062,1,"1012.75,1013.75,2.176"
9737,1,"1012.25,1013.75,1.617"
19065,1,"1012.25,1013.75,2.635"
9738,1,"1012.199,1013.719,1.323"
19076,1,"1012.25,1013.75,2.201"
19072,1,"1012.25,1013.75,2.201"
9739,1,"1012.75,1013.75,1.813"
9740,1,"1012.75,1013.75,1.741"
19081,1,"1012.25,1013.75,2.201"
9741,1,"1012.75,1013.75,1.741"
9742,1,"1012.75,1013.75,1.892"
9743,1,"1012.629,1013.989,1.29"
9744,1,"1012.429,1013.579,1.343"
9745,1,"1012.691,1013.604,1.493"
19078,1,"1012.25,1013.75,2.201"
19075,1,"1012.75,1013.75,2.176"
9746,1,"1012.303,1013.869,1.468"
19073,1,"1012.25,1013.75,2.201"
9747,1,"1012.75,1013.75,1.584"
19064,1,"1012.25,1013.75,2.635"
9748,1,"1012.25,1013.75,1.845"
19077,1,"1012.75,1013.75,1.828"
9749,1,"1012.808,1013.737,1.332"
9750,1,"1012.75,1013.75,2.096"
19070,1,"1012.25,1013.75,2.201"
19060,1,"1012.75,1013.75,2.176"
9751,1,"1012.496,1013.708,1.292"
9752,1,"1012.75,1013.75,1.808"
9753,1,"1012.75,1013.75,1.808"
9754,1,"1012.25,1013.75,1.845"
9755,1,"1012.161,1013.825,1.283"
9756,1,"1012.75,1013.75,1.859"
19071,1,"1012.75,1013.75,2.176"
9757,1,"1012.169,1013.86,1.318"
9758,1,"1012.75,1013.75,1.741"
9759,1,"1012.75,1013.75,1.732"
9760,1,"1012.25,1013.75,2.474"
9761,1,"1012.25,1013.75,1.845"
19080,1,"1012.25,1013.75,2.201"
9762,1,"1012.25,1013.75,1.859"
9763,1,"1012.25,1013.75,2.096"
9764,1,"1012.75,1013.75,1.808"
19074,1,"1012.75,1013.75,2.176"
9765,1,"1012.25,1013.75,1.617"
9766,1,"1012.75,1013.75,1.584"
9767,1,"1012.184,1013.73,1.289"
19092,1,"1012.75,1013.75,2.176"
9768,1,"1012.75,1013.75,2.096"
9769,1,"1012.25,1013.75,1.617"
19079,1,"1012.25,1013.75,2.201"
9770,1,"1012.25,1013.75,1.617"
19067,1,"1012.75,1013.75,2.593"
9771,1,"1012.75,1013.75,1.732"
9772,1,"1012.055,1013.878,1.548"
9773,1,"1012.25,1013.75,1.845"
9774,1,"1012.25,1013.75,1.859"
9775,1,"1012.75,1013.75,1.808"
9776,1,"1012.25,1013.75,1.845"
9777,1,"1012.157,1014.438,3.892"
9778,1,"1012.632,1014.264,3.597"
9779,1,"1012.802,1014.253,3.558"
9780,1,"1012.128,1014.5,3.901"
9781,1,"1012.182,1014.417,3.822"
9782,1,"1012.274,1014.506,3.904"
9783,1,"1012.318,1014.405,3.82"
9784,1,"1012.582,1014.272,3.604"
9785,1,"1012.659,1014.25,3.55"
9786,1,"1012.728,1014.251,3.498"
9787,1,"1012.367,1014.396,3.757"
9788,1,"1012.818,1014.316,3.592"
9789,1,"1012.108,1014.477,3.673"
9790,1,"1012.216,1014.487,3.749"
9791,2,"1012.222,1014.49,3.766,1012.261,1014.491,3.764"
9792,1,"1012.434,1014.364,3.742"
9793,1,"1012.478,1014.316,3.69"
9794,1,"1012.527,1014.437,3.805"
9795,1,"1012.845,1014.362,3.551"
9796,1,"1012.919,1014.392,3.476"
9797,2,"1012.684,1014.305,3.56,1012.667,1014.343,3.599"
9798,1,"1012.78,1014.293,3.531"
9799,1,"1012.781,1014.352,3.572"
9800,1,"1012.302,1014.487,3.688"
9801,1,"1012.458,1014.387,3.665"
9802,1,"1012.608,1014.492,3.793"
9803,1,"1012.708,1014.329,3.543"
9804,1,"1012.746,1014.361,3.574"
9805,1,"1012.745,1014.353,3.554"
9806,1,"1012.46,1014.478,3.706"
9807,1,"1012.49,1014.39,3.663"
9808,1,"1012.651,1014.394,3.661"
9809,1,"1012.738,1014.408,3.653"
9810,1,"1012.87,1014.341,3.447"
9811,1,"1012.916,1014.48,3.607"
9812,1,"1013.008,1014.499,3.597"
9813,1,"1012.491,1014.366,3.643"
9814,1,"1012.721,1014.433,3.662"
9815,1,"1012.041,1014.467,3.687"
9816,1,"1012.507,1014.37,3.574"
9817,1,"1012.697,1014.38,3.509"
9818,1,"1012.762,1014.399,3.498"
9819,1,"1012.203,1014.38,3.589"
9820,1,"1012.061,1014.399,3.549"
9821,1,"1012.07,1014.47,3.62"
9822,1,"1012.197,1014.421,3.574"
9823,1,"1012.329,1014.447,3.572"
9824,1,"1011.989,1014.416,3.558"
9825,1,"1012.178,1014.307,3.522"
9826,1,"1012.365,1014.434,3.538"
9827,1,"1012.382,1014.396,3.515"
9828,2,"1012.051,1014.407,3.497,1012.054,1014.37,3.488"
9829,1,"1012.293,1014.436,3.53"
9830,1,"1012.968,1014.42,3.391"
9831,1,"1012.324,1014.354,3.46"
9832,1,"1012.048,1014.433,3.48"
9833,2,"1012.066,1014.355,3.428,1012.119,1014.385,3.432"
9834,1,"1012.249,1014.262,3.37"
9835,1,"1012.27,1014.285,3.402"
9836,1,"1012.315,1014.231,3.363"
9837,1,"1012.314,1014.315,3.419"
9838,1,"1012.921,1014.407,3.353"
9839,1,"1012.944,1014.46,3.384"
9840,1,"1012.868,1014.473,3.444"
9841,2,"1012.5,1014.403,3.474,1012.516,1014.356,3.447"
9842,1,"1012.095,1014.401,3.411"
9843,1,"1012.584,1014.461,3.482"
9844,1,"1012.515,1014.326,3.424"
9845,1,"1012.09,1014.363,3.368"
9846,1,"1012.22,1014.354,3.365"
9847,1,"1012.024,1014.395,3.392"
9848,1,"1012.266,1014.336,3.352"
9849,2,"1012.499,1014.264,3.381,1012.558,1014.282,3.389"
9850,1,"1012.845,1014.462,3.373"
9851,1,"1012.446,1014.278,3.371"
9852,1,"1012.494,1014.323,3.369"
9853,1,"1012.718,1014.43,3.382"
9854,1,"1012.293,1014.272,3.335"
9855,1,"1012.364,1014.308,3.324"
9856,2,"1012.403,1014.249,3.313,1012.434,1014.229,3.315"
9857,1,"1012.448,1014.281,3.344"
9858,1,"1012.818,1014.348,3.341"
9859,1,"1012.453,1014.283,3.303"
9860,1,"1012.613,1014.272,3.334"
9861,4,"1012.695,1014.416,3.346,1012.67,1014.376,3.337,1012.726,1014.363,3.316,1012.695,1014.416,3.346"
9862,4,"1012.794,1014.355,3.247,1012.806,1014.311,3.223,1012.767,1014.327,3.22,1012.794,1014.355,3.247"
9863,1,"1012.071,1014.306,3.314"
9864,1,"1012.188,1014.304,3.31"
9865,1,"1012.196,1014.241,3.308"
9866,1,"1012.673,1014.372,3.268"
9867,1,"1012.455,1014.301,3.302"
9868,1,"1012.17,1014.342,3.3"
9869,1,"1012.275,1014.341,3.315"
9870,1,"1012.762,1014.322,3.208"
9871,4,"1012.563,1014.404,3.231,1012.556,1014.359,3.235,1012.612,1014.357,3.239,1012.563,1014.404,3.231"
9872,2,"1012.667,1014.405,3.182,1012.704,1014.398,3.205"
9873,1,"1012.187,1014.368,3.255"
9874,1,"1012.51,1014.376,3.252"
9875,1,"1012.536,1014.274,3.228"
9876,1,"1012.462,1014.246,3.231"
9877,1,"1012.034,1014.207,3.292"
9878,1,"1012.437,1014.22,3.203"
9879,1,"1012.201,1014.205,3.227"
9880,1,"1012.247,1014.28,3.224"
9881,4,"1012.129,1014.345,3.264,1012.163,1014.314,3.252,1012.164,1014.312,3.251,1012.129,1014.345,3.264"
9882,4,"1012.093,1014.229,3.211,1012.124,1014.187,3.204,1012.151,1014.239,3.18,1012.093,1014.229,3.211"
9883,2,"1012.088,1014.332,3.23,1012.135,1014.331,3.199"
9884,1,"1012.084,1014.344,3.197"
9885,1,"1012.345,1014.16,3.118"
9886,2,"1012.347,1014.191,3.121,1012.392,1014.196,3.127"
9887,1,"1012.397,1014.152,3.121"
9888,4,"1012.726,1014.263,3.117,1012.775,1014.29,3.094,1012.782,1014.21,3.095,1012.726,1014.263,3.117"
9889,1,"1012.126,1014.411,3.254"
9890,2,"1012.002,1014.41,3.251,1012.017,1014.365,3.202"
9891,2,"1012.517,1014.451,3.332,1012.52,1014.418,3.281"
9892,1,"1012.411,1014.45,3.284"
9893,1,"1012.486,1014.42,3.15"
9894,1,"1012.422,1014.395,3.125"
9895,1,"1012.332,1014.205,3.129"
9896,1,"1012.453,1014.179,3.128"
9897,1,"1012.61,1014.254,3.112"
9898,4,"1012.147,1014.324,3.123,1012.218,1014.287,3.09,1012.114,1014.275,3.11,1012.147,1014.324,3.123"
9899,1,"1012.05,1014.367,3.092"
9900,1,"1012.183,1014.256,3.077"
9901,1,"1012.091,1014.347,3.075"
9902,2,"1012.162,1014.377,3.086,1012.168,1014.413,3.142"
9903,1,"1012.232,1014.129,3.049"
9904,1,"1012.056,1014.358,2.994"
9905,1,"1012.01,1014.044,3.009"
9906,1,"1012.188,1014.179,3.002"
9907,1,"1012.313,1014.108,2.987"
9908,1,"1012.33,1014.115,2.989"
9909,1,"1012.625,1014.182,3.03"
9910,1,"1012.069,1014.227,2.958"
9911,1,"1012.315,1013.989,2.919"
9912,2,"1012.436,1014.148,2.922,1012.429,1014.088,2.881"
9913,1,"1012.361,1014.431,3.041"
9914,1,"1012.337,1014.34,2.975"
9915,2,"1012.402,1014.278,2.981,1012.427,1014.252,2.964"
9916,1,"1012.549,1014.403,3.053"
9917,1,"1012.514,1014.194,2.933"
9918,1,"1012.515,1014.135,2.92"
9919,2,"1012.045,1014.39,3.058,1012.03,1014.438,3.098"
9920,1,"1012.234,1014.434,3.044"
9921,1,"1012.231,1014.444,3.044"
9922,2,"1012.191,1014.001,2.881,1012.125,1013.957,2.883"
9923,1,"1012.296,1014.061,2.913"
9924,2,"1012.177,1014.043,2.873,1012.159,1014.027,2.872"
9925,1,"1012.047,1014.126,2.882"
9926,2,"1012.7,1014.22,3.012,1012.707,1014.167,2.966"
9927,2,"1012.705,1014.181,2.956,1012.757,1014.134,2.958"
9928,1,"1012.578,1014.346,2.955"
9929,1,"1012.686,1014.418,3.005"
9930,1,"1012.708,1014.349,3.019"
9931,1,"1012.745,1014.223,2.94"
9932,1,"1012.786,1014.308,3.041"
9933,2,"1012.843,1014.445,3.088,1012.856,1014.407,3.103"
9934,2,"1012.891,1014.43,3.079,1012.89,1014.362,3.082"
9935,2,"1012.779,1014.337,2.951,1012.799,1014.288,2.926"
9936,4,"1012.922,1014.225,2.888,1012.95,1014.274,2.889,1013.026,1014.197,2.897,1012.922,1014.225,2.888"
9937,1,"1012.323,1014.285,2.917"
9938,2,"1012.376,1014.047,2.86,1012.379,1014.004,2.85"
9939,1,"1012.068,1014.334,2.877"
9940,1,"1012.365,1014.021,2.842"
9941,1,"1012.347,1014.324,2.87"
9942,1,"1012.171,1014.056,2.821"
9943,1,"1012.29,1014.108,2.83"
9944,1,"1012.079,1014.299,2.817"
9945,1,"1012.241,1014.01,2.805"
9946,2,"1012.37,1014.437,2.812,1012.376,1014.374,2.812"
9947,2,"1012.344,1013.964,2.791,1012.343,1013.911,2.769"
9948,2,"1012.115,1013.937,2.751,1012.109,1013.897,2.72"
9949,2,"1012.251,1014.133,2.682,1012.298,1014.13,2.693"
9950,4,"1012.288,1014.266,2.729,1012.354,1014.315,2.721,1012.321,1014.251,2.713,1012.288,1014.266,2.729"
9951,1,"1012.198,1014.425,2.79"
9952,2,"1012.393,1014.389,2.749,1012.372,1014.329,2.728"
9953,1,"1012.333,1014.317,2.734"
9954,1,"1012.241,1014.067,2.61"
9955,2,"1012.189,1014.03,2.62,1012.22,1013.999,2.605"
9956,2,"1012.318,1014.072,2.56,1012.319,1014.032,2.538"
9957,2,"1012.215,1014.096,2.599,1012.176,1014.028,2.57"
9958,2,"1012.334,1014.126,2.552,1012.271,1014.124,2.56"
9959,1,"1012.108,1014.472,2.893"
9960,1,"1012.565,1014.351,2.888"
9961,4,"1012.604,1014.442,2.933,1012.665,1014.451,2.945,1012.675,1014.396,2.927,1012.604,1014.442,2.933"
9962,1,"1012.677,1014.27,2.904"
9963,1,"1012.793,1014.376,2.926"
9964,1,"1012.674,1014.424,3.079"
9965,2,"1012.73,1014.484,2.966,1012.745,1014.498,2.944"
9966,1,"1012.758,1014.488,2.945"
9967,1,"1012.783,1014.3,2.92"
9968,2,"1012.787,1014.197,2.896,1012.829,1014.231,2.899"
9969,1,"1012.899,1014.259,2.877"
9970,1,"1012.786,1014.393,2.899"
9971,1,"1012.77,1014.258,2.875"
9972,1,"1012.765,1014.356,2.835"
9973,2,"1012.745,1014.18,2.82,1012.815,1014.206,2.818"
9974,1,"1012.706,1014.476,2.786"
9975,1,"1012.632,1014.377,2.779"
9976,2,"1012.804,1014.449,2.792,1012.78,1014.462,2.718"
9977,2,"1012.613,1014.332,2.742,1012.609,1014.261,2.717"
9978,1,"1012.67,1014.488,2.752"
9979,2,"1012.713,1014.256,2.651,1012.722,1014.202,2.619"
9980,2,"1012.497,1014.134,2.685,1012.515,1014.089,2.661"
9981,4,"1012.449,1014.411,2.714,1012.502,1014.393,2.703,1012.499,1014.336,2.675,1012.449,1014.411,2.714"
9982,2,"1012.544,1014.224,2.618,1012.606,1014.193,2.596"
9983,1,"1012.508,1014.04,2.623"
9984,1,"1012.455,1014.002,2.601"
9985,2,"1012.65,1014.411,2.68,1012.685,1014.383,2.645"
9986,2,"1012.349,1014.025,2.536,1012.426,1014.014,2.523"
9987,2,"1012.654,1014.378,2.631,1012.656,1014.325,2.606"
9988,4,"1012.572,1014.532,2.782,1012.579,1014.501,2.737,1012.611,1014.504,2.741,1012.572,1014.532,2.782"
9989,1,"1012.562,1014.314,2.572"
9990,2,"1012.083,1014.399,2.586,1012.031,1014.37,2.563"
9991,1,"1012.144,1014.091,2.388"
9992,1,"1012.824,1014.04,2.428"
9993,1,"1012.255,1014.002,2.404"
9994,1,"1012.152,1014.16,2.413"
9995,2,"1012.087,1014.356,2.535,1012.124,1014.279,2.49"
9996,1,"1012.235,1014.411,2.479"
9997,1,"1012.095,1014.237,2.402"
9998,1,"1012.185,1014.269,2.373"
9999,1,"1012.114,1014.294,2.377"
10000,1,"1012.857,1014.202,2.337"
10001,1,"1012.846,1014.109,2.244"
10002,2,"1012.813,1014.352,2.353,1012.825,1014.272,2.326"
10003,1,"1012.655,1014.369,2.389"
10004,2,"1012.879,1014.283,2.275,1012.865,1014.219,2.205"
10005,1,"1012.814,1014.131,2.107"
10006,1,"1012.828,1014.321,2.237"
10007,1,"1012.457,1014.383,2.326"
10008,1,"1012.861,1014.242,2.167"
10009,1,"1012.825,1014.145,2.114"
10010,1,"1012.935,1014.049,2.05"
10011,1,"1012.813,1014.519,2.362"
10012,1,"1012.867,1014.491,2.346"
10013,1,"1012.933,1014.457,2.32"
10014,1,"1013.016,1014.449,2.326"
10015,1,"1012.885,1014.398,2.277"
10016,1,"1012.09,1014.34,2.362"
10017,2,"1012.207,1014.246,2.326,1012.245,1014.173,2.269"
10018,1,"1012.346,1014.025,2.272"
10019,1,"1012.173,1013.987,2.227"
10020,1,"1012.063,1014.063,2.267"
10021,1,"1012.599,1014.487,2.338"
10022,2,"1012.452,1014.074,2.221,1012.448,1013.981,2.176"
10023,1,"1012.313,1013.995,2.19"
10024,1,"1012.844,1014.473,2.259"
10025,1,"1012.458,1014.332,2.253"
10026,1,"1012.596,1014.271,2.213"
10027,1,"1012.606,1014.078,2.157"
10028,1,"1012.552,1014.033,2.153"
10029,1,"1012.738,1014.434,2.268"
10030,1,"1012.763,1014.367,2.244"
10031,1,"1012.805,1014.203,2.153"
10032,1,"1012.641,1014.154,2.13"
10033,1,"1012.52,1014.099,2.124"
10034,1,"1012.497,1014.025,2.125"
10035,1,"1012.57,1014.182,2.182"
10036,1,"1012.297,1014.191,2.204"
10037,1,"1012.122,1014.343,2.244"
10038,1,"1012.125,1014.455,2.274"
10039,1,"1012.413,1014.384,2.26"
10040,1,"1012.707,1014.404,2.204"
10041,1,"1012.759,1014.127,2.091"
10042,1,"1012.368,1014.401,2.212"
10043,1,"1012.489,1014.307,2.155"
10044,2,"1012.304,1014.11,2.156,1012.355,1014.024,2.125"
10045,1,"1012.312,1014.157,2.103"
10046,1,"1012.438,1014.146,2.074"
10047,1,"1012.554,1014.176,2.093"
10048,1,"1012.48,1014.213,2.081"
10049,1,"1012.686,1014.065,2.04"
10050,1,"1012.551,1014.008,2.015"
10051,4,"1012.639,1014.16,2.016,1012.705,1014.129,2.007,1012.659,1014.08,1.961,1012.639,1014.16,2.016"
10052,2,"1012.479,1014.109,2.021,1012.524,1014.072,1.981"
10053,1,"1012.513,1014.479,2.308"
10054,1,"1012.399,1014.374,2.208"
